member_id,first_name,last_name,email,phone,date_of_birth,gender,join_date,membership_type,membership_status,fitness_goal,height_cm,weight_kg,emergency_contact
MEM001215,Karen,Hernandez,member1215@fitnesshub.com,+1-555-446-6089,2007-12-20,Other,2022-10-01,Senior,Active,Health Maintenance,156.1,59.1,+1-555-388-6588
MEM001216,George,Rodriguez,member1216@fitnesshub.com,+1-555-478-8758,1984-12-25,Male,2024-01-24,Basic,Inactive,General Fitness,170.9,64.7,+1-555-434-4824
MEM001217,Christopher,Walker,member1217@fitnesshub.com,+1-555-905-5596,1951-01-03,Other,2024-11-20,Elite,Inactive,General Fitness,184.9,113.1,+1-555-429-4750
MEM001218,Michelle,Thomas,member1218@fitnesshub.com,+1-555-932-5081,1970-12-29,Female,2023-12-21,Senior,Inactive,Weight Loss,165.7,111.7,+1-555-493-3430
MEM001219,Jennifer,King,member1219@fitnesshub.com,+1-555-602-8580,1987-12-25,Other,2023-07-01,Elite,Active,Athletic Performance,169.5,63.5,+1-555-888-5525
MEM001220,Lisa,Brown,member1220@fitnesshub.com,+1-555-585-5040,1998-12-22,Male,2023-12-28,Basic,Active,General Fitness,191.2,83.8,+1-555-249-5468
MEM001221,Christopher,Hill,member1221@fitnesshub.com,+1-555-649-4277,1976-12-27,Other,2021-10-17,Premium,Inactive,Health Maintenance,156.0,101.3,+1-555-853-4193
MEM001222,Steven,Jackson,member1222@fitnesshub.com,+1-555-354-7160,1957-01-01,Female,2022-12-08,Basic,Active,General Fitness,160.2,70.7,+1-555-129-7904
MEM001223,Sandra,Martinez,member1223@fitnesshub.com,+1-555-557-7259,1984-12-25,Other,2020-06-10,Premium,Inactive,Athletic Performance,187.9,57.5,+1-555-380-8470
MEM001224,Melissa,Hill,member1224@fitnesshub.com,+1-555-564-5665,1995-12-23,Male,2021-07-19,Senior,Active,General Fitness,197.8,58.7,+1-555-988-6349
MEM001225,Lisa,Martinez,member1225@fitnesshub.com,+1-555-422-7144,1977-12-27,Other,2023-02-05,Basic,Active,General Fitness,169.8,72.9,+1-555-956-1565
MEM001226,Christopher,Torres,member1226@fitnesshub.com,+1-555-874-1645,1989-12-24,Other,2023-08-11,Basic,Active,Athletic Performance,153.2,54.8,+1-555-255-2675
MEM001227,Melissa,Thomas,member1227@fitnesshub.com,+1-555-194-6903,1997-12-22,Female,2022-12-06,Elite,Active,Athletic Performance,167.2,54.9,+1-555-510-9931
MEM001228,Anthony,Sanchez,member1228@fitnesshub.com,+1-555-811-3539,1974-12-28,Other,2020-05-07,Basic,Active,Athletic Performance,158.0,103.4,+1-555-989-5272
MEM001229,Patricia,Scott,member1229@fitnesshub.com,+1-555-124-1859,1992-12-23,Other,2021-04-10,Premium,Inactive,Weight Loss,152.1,103.1,+1-555-256-3255
MEM001230,Christopher,Harris,member1230@fitnesshub.com,+1-555-874-7484,1987-12-25,Male,2022-10-22,Senior,Active,Athletic Performance,151.2,100.0,+1-555-524-2113
MEM001231,Donna,Williams,member1231@fitnesshub.com,+1-555-313-4760,1995-12-23,Other,2020-03-23,Student,Active,General Fitness,185.1,90.7,+1-555-476-9341
MEM001232,Betty,Wilson,member1232@fitnesshub.com,+1-555-255-9785,1997-12-22,Male,2024-08-24,Senior,Active,General Fitness,177.8,85.8,+1-555-263-4302
MEM001233,Thomas,Perez,member1233@fitnesshub.com,+1-555-300-6358,1969-12-29,Female,2024-03-24,Student,Active,General Fitness,172.6,81.2,+1-555-767-9385
MEM001234,Susan,Lopez,member1234@fitnesshub.com,+1-555-215-1682,1982-12-26,Female,2024-04-25,Basic,Active,Muscle Gain,188.0,101.5,+1-555-405-4511
MEM001235,Karen,White,member1235@fitnesshub.com,+1-555-574-1890,1956-01-02,Other,2023-04-29,Premium,Inactive,General Fitness,160.8,51.7,+1-555-112-4545
MEM001236,Nancy,Wilson,member1236@fitnesshub.com,+1-555-611-7366,1996-12-22,Other,2024-08-25,Elite,Inactive,Athletic Performance,180.1,61.6,+1-555-603-8867
MEM001237,Charles,Thomas,member1237@fitnesshub.com,+1-555-179-2757,1969-12-29,Male,2023-02-22,Basic,Inactive,Weight Loss,192.9,116.3,+1-555-100-5971
MEM001238,Edward,Torres,member1238@fitnesshub.com,+1-555-263-2593,1983-12-26,Male,2022-06-30,Elite,Active,Muscle Gain,198.5,101.9,+1-555-481-2246
MEM001239,Carol,Johnson,member1239@fitnesshub.com,+1-555-404-1573,1981-12-26,Male,2021-07-27,Elite,Active,General Fitness,172.8,115.3,+1-555-919-4353
MEM001240,Deborah,Johnson,member1240@fitnesshub.com,+1-555-587-3860,1967-12-30,Male,2020-09-03,Basic,Active,Muscle Gain,172.8,112.1,+1-555-811-5475
MEM001241,George,Torres,member1241@fitnesshub.com,+1-555-591-2036,2006-12-20,Other,2021-07-07,Premium,Active,Weight Loss,169.9,76.4,+1-555-138-9149
MEM001242,Sandra,Clark,member1242@fitnesshub.com,+1-555-279-1217,1955-01-02,Other,2022-06-04,Basic,Active,General Fitness,185.5,100.3,+1-555-307-5379
MEM001243,Sarah,Gonzalez,member1243@fitnesshub.com,+1-555-340-8339,1965-12-30,Male,2020-02-19,Basic,Inactive,Athletic Performance,177.9,99.2,+1-555-910-4793
MEM001244,Deborah,Brown,member1244@fitnesshub.com,+1-555-393-6964,1954-01-02,Male,2024-01-05,Senior,Active,Athletic Performance,191.0,88.1,+1-555-482-7082
MEM001245,Paul,Martinez,member1245@fitnesshub.com,+1-555-428-6681,1972-12-28,Female,2024-01-27,Premium,Inactive,Athletic Performance,168.6,118.8,+1-555-885-5791
MEM001246,Amanda,Young,member1246@fitnesshub.com,+1-555-791-9884,1956-01-02,Female,2020-10-29,Elite,Active,Weight Loss,180.1,111.9,+1-555-440-6876
MEM001247,Mark,Wright,member1247@fitnesshub.com,+1-555-982-3691,1978-12-27,Male,2023-08-14,Elite,Inactive,Muscle Gain,179.9,87.8,+1-555-951-3612
MEM001248,Andrew,Rodriguez,member1248@fitnesshub.com,+1-555-935-4372,1957-01-01,Other,2024-10-09,Student,Active,Athletic Performance,194.0,119.3,+1-555-657-1687
MEM001249,Andrew,Smith,member1249@fitnesshub.com,+1-555-360-3698,2001-12-21,Other,2022-11-30,Premium,Active,Athletic Performance,155.8,101.2,+1-555-916-7116
MEM001250,Kimberly,Sanchez,member1250@fitnesshub.com,+1-555-324-6752,1982-12-26,Other,2023-01-28,Student,Active,Muscle Gain,182.0,81.8,+1-555-954-4085
MEM001251,Steven,Miller,member1251@fitnesshub.com,+1-555-607-3365,2007-12-20,Male,2024-01-06,Elite,Active,Athletic Performance,165.1,64.6,+1-555-753-2582
MEM001252,Mary,Johnson,member1252@fitnesshub.com,+1-555-131-5846,1995-12-23,Male,2024-07-26,Premium,Active,Weight Loss,153.4,81.7,+1-555-221-7912
MEM001253,Betty,Smith,member1253@fitnesshub.com,+1-555-814-5918,1965-12-30,Female,2022-01-02,Student,Active,Muscle Gain,165.2,93.3,+1-555-589-1686
MEM001254,John,Young,member1254@fitnesshub.com,+1-555-427-6758,1976-12-27,Male,2023-10-22,Elite,Inactive,Athletic Performance,187.6,103.9,+1-555-532-6751
MEM001255,Mary,Harris,member1255@fitnesshub.com,+1-555-139-8986,1976-12-27,Male,2023-11-03,Student,Active,Health Maintenance,154.6,67.2,+1-555-950-2540
MEM001256,Deborah,Perez,member1256@fitnesshub.com,+1-555-347-8688,1983-12-26,Male,2022-07-20,Elite,Active,Health Maintenance,188.9,109.8,+1-555-321-7727
MEM001257,Amanda,Rodriguez,member1257@fitnesshub.com,+1-555-707-1462,2007-12-20,Other,2020-07-13,Student,Active,Health Maintenance,159.1,69.2,+1-555-678-7359
MEM001258,Carol,Brown,member1258@fitnesshub.com,+1-555-359-2927,1973-12-28,Other,2024-06-29,Senior,Inactive,Muscle Gain,195.1,70.5,+1-555-266-1652
MEM001259,Nancy,Ramirez,member1259@fitnesshub.com,+1-555-212-3536,1969-12-29,Male,2021-08-17,Premium,Inactive,Athletic Performance,162.5,77.1,+1-555-862-3893
MEM001260,John,Martin,member1260@fitnesshub.com,+1-555-287-4660,1983-12-26,Female,2024-05-01,Senior,Inactive,Muscle Gain,185.7,106.6,+1-555-218-2663
MEM001261,William,Hill,member1261@fitnesshub.com,+1-555-676-1387,1999-12-22,Female,2020-12-02,Student,Active,Athletic Performance,151.0,86.8,+1-555-810-7034
MEM001262,Michael,Clark,member1262@fitnesshub.com,+1-555-585-1549,1973-12-28,Female,2023-07-24,Student,Inactive,Athletic Performance,153.3,56.1,+1-555-998-6859
MEM001263,Steven,Thomas,member1263@fitnesshub.com,+1-555-996-3253,1982-12-26,Male,2022-08-30,Basic,Active,Weight Loss,178.5,96.5,+1-555-556-9944
MEM001264,Thomas,Walker,member1264@fitnesshub.com,+1-555-168-4039,1972-12-28,Other,2022-02-03,Student,Active,Health Maintenance,152.0,64.2,+1-555-407-3182
MEM001265,Betty,Smith,member1265@fitnesshub.com,+1-555-480-1982,1963-12-31,Other,2024-03-09,Basic,Active,Health Maintenance,183.3,91.0,+1-555-109-5969
MEM001266,Christopher,Thomas,member1266@fitnesshub.com,+1-555-981-8870,1999-12-22,Male,2024-07-19,Premium,Inactive,Athletic Performance,173.9,56.9,+1-555-497-9870
MEM001267,Robert,Martinez,member1267@fitnesshub.com,+1-555-783-3080,1957-01-01,Other,2024-10-24,Premium,Active,Athletic Performance,175.7,119.1,+1-555-679-3698
MEM001268,Anthony,White,member1268@fitnesshub.com,+1-555-330-5300,1967-12-30,Female,2021-05-20,Basic,Active,Weight Loss,193.5,104.6,+1-555-128-4155
MEM001269,Lisa,Sanchez,member1269@fitnesshub.com,+1-555-560-4681,1961-12-31,Other,2023-10-07,Premium,Inactive,Health Maintenance,197.5,85.7,+1-555-516-3576
MEM001270,Kimberly,Jackson,member1270@fitnesshub.com,+1-555-609-2229,1969-12-29,Female,2021-05-09,Senior,Active,Athletic Performance,153.3,55.9,+1-555-895-3384
MEM001271,John,White,member1271@fitnesshub.com,+1-555-384-7443,1966-12-30,Female,2024-05-01,Student,Active,General Fitness,191.8,92.4,+1-555-415-8699
MEM001272,Matthew,Nguyen,member1272@fitnesshub.com,+1-555-811-3248,1976-12-27,Female,2022-11-13,Elite,Active,Athletic Performance,198.8,87.3,+1-555-731-2031
MEM001273,Sarah,Moore,member1273@fitnesshub.com,+1-555-995-5734,1967-12-30,Other,2021-05-30,Senior,Active,General Fitness,196.3,72.7,+1-555-345-4133
MEM001274,Richard,Perez,member1274@fitnesshub.com,+1-555-630-7742,1988-12-24,Female,2021-12-14,Elite,Inactive,Athletic Performance,183.5,63.2,+1-555-727-3281
MEM001275,George,Jackson,member1275@fitnesshub.com,+1-555-294-6922,1959-01-01,Other,2024-06-30,Senior,Inactive,General Fitness,160.2,82.4,+1-555-632-3841
MEM001276,Edward,Jackson,member1276@fitnesshub.com,+1-555-753-5047,1961-12-31,Male,2020-08-28,Senior,Active,Muscle Gain,194.4,106.7,+1-555-483-5024
MEM001277,Melissa,Moore,member1277@fitnesshub.com,+1-555-681-8521,1977-12-27,Other,2022-03-13,Elite,Active,General Fitness,180.3,67.7,+1-555-485-7440
MEM001278,Richard,Taylor,member1278@fitnesshub.com,+1-555-606-8450,2003-12-21,Other,2020-01-07,Senior,Active,Health Maintenance,178.4,63.9,+1-555-152-8007
MEM001279,Joshua,Miller,member1279@fitnesshub.com,+1-555-587-8162,1976-12-27,Female,2023-07-10,Elite,Active,Muscle Gain,159.1,75.3,+1-555-920-1892
MEM001280,Robert,Moore,member1280@fitnesshub.com,+1-555-210-9986,1954-01-02,Other,2020-03-25,Elite,Active,Weight Loss,196.3,98.1,+1-555-309-1654
MEM001281,Patricia,Smith,member1281@fitnesshub.com,+1-555-214-6531,1971-12-29,Other,2023-09-14,Elite,Active,Athletic Performance,162.0,65.4,+1-555-718-5370
MEM001282,Jessica,Martinez,member1282@fitnesshub.com,+1-555-123-6189,1985-12-25,Male,2023-02-05,Premium,Active,Muscle Gain,177.1,51.2,+1-555-264-2493
MEM001283,Michelle,Moore,member1283@fitnesshub.com,+1-555-928-8966,1960-12-31,Male,2023-03-15,Basic,Active,Athletic Performance,161.0,82.2,+1-555-269-3843
MEM001284,Michael,Smith,member1284@fitnesshub.com,+1-555-344-6054,1990-12-24,Female,2021-03-27,Senior,Inactive,Athletic Performance,172.3,66.3,+1-555-967-2343
MEM001285,Mark,Lewis,member1285@fitnesshub.com,+1-555-253-7299,1962-12-31,Other,2022-04-16,Student,Active,Health Maintenance,188.3,64.4,+1-555-789-9053
MEM001286,Kimberly,Perez,member1286@fitnesshub.com,+1-555-429-1339,1958-01-01,Female,2022-06-13,Senior,Inactive,Athletic Performance,191.9,92.5,+1-555-481-3367
MEM001287,Joshua,Harris,member1287@fitnesshub.com,+1-555-272-7619,2003-12-21,Male,2023-12-11,Premium,Active,General Fitness,170.3,67.4,+1-555-397-4782
MEM001288,Donald,Johnson,member1288@fitnesshub.com,+1-555-802-4998,1969-12-29,Other,2022-02-16,Basic,Inactive,Weight Loss,169.4,74.2,+1-555-490-1335
MEM001289,Edward,Lewis,member1289@fitnesshub.com,+1-555-534-2465,1980-12-26,Female,2022-10-02,Elite,Active,Muscle Gain,163.5,113.8,+1-555-366-8840
MEM001290,Joseph,Nguyen,member1290@fitnesshub.com,+1-555-760-9473,1997-12-22,Other,2020-11-19,Senior,Active,Weight Loss,199.0,75.5,+1-555-878-4745
MEM001291,David,Garcia,member1291@fitnesshub.com,+1-555-730-1820,1962-12-31,Female,2020-07-03,Basic,Inactive,General Fitness,172.7,70.5,+1-555-979-8141
MEM001292,Elizabeth,Anderson,member1292@fitnesshub.com,+1-555-519-6105,1953-01-02,Male,2021-07-24,Senior,Active,Muscle Gain,193.6,93.5,+1-555-686-3882
MEM001293,Donald,Ramirez,member1293@fitnesshub.com,+1-555-271-4870,1972-12-28,Male,2021-08-13,Premium,Inactive,Weight Loss,153.4,57.1,+1-555-936-3928
MEM001294,Sandra,Scott,member1294@fitnesshub.com,+1-555-879-7044,2000-12-21,Other,2022-12-29,Premium,Active,Health Maintenance,196.6,67.2,+1-555-108-6332
MEM001295,Sarah,Allen,member1295@fitnesshub.com,+1-555-932-1339,1997-12-22,Other,2024-10-17,Senior,Active,Athletic Performance,156.7,53.4,+1-555-259-3167
MEM001296,Joshua,White,member1296@fitnesshub.com,+1-555-687-5575,1953-01-02,Female,2021-05-10,Premium,Inactive,Muscle Gain,185.5,99.9,+1-555-265-1692
MEM001297,William,Smith,member1297@fitnesshub.com,+1-555-394-8549,1983-12-26,Other,2020-05-17,Student,Active,Health Maintenance,177.1,78.3,+1-555-637-8645
MEM001298,Daniel,Hill,member1298@fitnesshub.com,+1-555-691-7638,1974-12-28,Female,2023-08-18,Senior,Active,Muscle Gain,175.2,85.0,+1-555-924-1596
MEM001299,Joshua,White,member1299@fitnesshub.com,+1-555-962-5889,2003-12-21,Male,2021-02-27,Senior,Active,Athletic Performance,168.8,76.2,+1-555-422-8982
MEM001300,Mary,Wilson,member1300@fitnesshub.com,+1-555-545-3411,1960-01-01,Female,2021-02-10,Senior,Active,General Fitness,169.8,60.0,+1-555-332-8193
MEM001301,Betty,Robinson,member1301@fitnesshub.com,+1-555-829-8621,1976-12-27,Female,2021-06-01,Premium,Inactive,Muscle Gain,170.8,53.6,+1-555-249-2659
MEM001302,Patricia,Thompson,member1302@fitnesshub.com,+1-555-576-7333,1984-12-25,Other,2021-08-28,Student,Active,Health Maintenance,164.7,107.5,+1-555-664-8816
MEM001303,Donald,Jones,member1303@fitnesshub.com,+1-555-460-6430,1953-01-02,Male,2020-03-23,Elite,Inactive,Muscle Gain,150.6,57.1,+1-555-862-5417
MEM001304,Steven,Wilson,member1304@fitnesshub.com,+1-555-745-9537,2006-12-20,Female,2020-05-02,Basic,Inactive,Athletic Performance,166.7,92.9,+1-555-455-6350
MEM001305,Patricia,King,member1305@fitnesshub.com,+1-555-699-3020,1984-12-25,Female,2021-08-06,Student,Active,Health Maintenance,151.8,104.6,+1-555-846-9289
MEM001306,Matthew,Perez,member1306@fitnesshub.com,+1-555-776-8206,1998-12-22,Other,2020-05-17,Elite,Active,Muscle Gain,188.1,63.7,+1-555-731-7289
MEM001307,Joseph,Williams,member1307@fitnesshub.com,+1-555-145-5962,1982-12-26,Male,2021-07-18,Premium,Active,Athletic Performance,178.5,79.2,+1-555-945-3484
MEM001308,Andrew,Taylor,member1308@fitnesshub.com,+1-555-315-1009,1972-12-28,Male,2022-05-24,Premium,Active,General Fitness,186.4,105.1,+1-555-324-8672
MEM001309,Ashley,Davis,member1309@fitnesshub.com,+1-555-181-8530,1964-12-30,Female,2020-12-05,Senior,Active,Athletic Performance,197.8,68.1,+1-555-671-9977
MEM001310,Nancy,Lee,member1310@fitnesshub.com,+1-555-639-3549,1960-12-31,Other,2024-07-25,Senior,Inactive,General Fitness,190.3,104.5,+1-555-351-4706
MEM001311,Margaret,Walker,member1311@fitnesshub.com,+1-555-378-6376,2006-12-20,Other,2024-07-26,Elite,Inactive,Athletic Performance,152.6,91.4,+1-555-920-5221
MEM001312,Barbara,Scott,member1312@fitnesshub.com,+1-555-328-4587,1956-01-02,Male,2020-08-06,Student,Active,Weight Loss,184.9,85.4,+1-555-522-7551
MEM001313,Nancy,Martin,member1313@fitnesshub.com,+1-555-183-4973,1971-12-29,Male,2022-05-08,Senior,Inactive,Weight Loss,188.7,114.8,+1-555-158-8137
MEM001314,Margaret,Martinez,member1314@fitnesshub.com,+1-555-524-8752,1956-01-02,Male,2022-04-11,Elite,Active,Weight Loss,165.4,84.1,+1-555-603-7493
MEM001315,Betty,Ramirez,member1315@fitnesshub.com,+1-555-969-4852,1994-12-23,Female,2023-04-20,Premium,Inactive,Muscle Gain,166.8,91.9,+1-555-707-7174
MEM001316,Michael,Garcia,member1316@fitnesshub.com,+1-555-184-1139,2002-12-21,Male,2024-10-13,Senior,Active,Athletic Performance,194.8,115.4,+1-555-912-3488
MEM001317,Donald,Lopez,member1317@fitnesshub.com,+1-555-133-3186,2007-12-20,Female,2020-04-15,Elite,Active,Health Maintenance,154.4,61.6,+1-555-417-6409
MEM001318,Donna,Garcia,member1318@fitnesshub.com,+1-555-140-1003,2005-12-20,Male,2020-07-23,Premium,Active,Athletic Performance,155.4,91.5,+1-555-730-9619
MEM001319,Michelle,Jackson,member1319@fitnesshub.com,+1-555-241-2064,1955-01-02,Female,2020-05-26,Senior,Active,Muscle Gain,182.2,99.0,+1-555-198-9133
MEM001320,George,Jackson,member1320@fitnesshub.com,+1-555-132-7445,1993-12-23,Female,2023-05-27,Premium,Inactive,Athletic Performance,167.9,85.6,+1-555-400-7571
MEM001321,Jessica,Martin,member1321@fitnesshub.com,+1-555-782-6351,1957-01-01,Male,2022-05-06,Premium,Inactive,Muscle Gain,185.2,52.6,+1-555-160-2928
MEM001322,Mark,Rodriguez,member1322@fitnesshub.com,+1-555-252-2203,2001-12-21,Female,2020-10-29,Elite,Active,Health Maintenance,162.0,83.7,+1-555-519-3008
MEM001323,Brian,Scott,member1323@fitnesshub.com,+1-555-846-5956,1965-12-30,Other,2023-08-12,Premium,Inactive,Weight Loss,168.2,77.4,+1-555-453-2082
MEM001324,Thomas,Harris,member1324@fitnesshub.com,+1-555-291-9152,2005-12-20,Female,2020-04-10,Student,Active,Athletic Performance,156.6,72.9,+1-555-824-7919
MEM001325,Andrew,Lopez,member1325@fitnesshub.com,+1-555-107-3689,1987-12-25,Female,2023-09-10,Student,Active,Athletic Performance,193.8,73.4,+1-555-143-3299
MEM001326,Joshua,Young,member1326@fitnesshub.com,+1-555-384-4313,1975-12-28,Other,2021-05-06,Premium,Active,Weight Loss,188.5,94.2,+1-555-828-6619
MEM001327,Lisa,Perez,member1327@fitnesshub.com,+1-555-102-2713,1968-12-29,Female,2024-06-26,Senior,Active,Muscle Gain,157.4,97.6,+1-555-978-9273
MEM001328,Betty,King,member1328@fitnesshub.com,+1-555-704-4222,1974-12-28,Female,2021-07-14,Basic,Inactive,Health Maintenance,177.4,87.7,+1-555-873-8478
MEM001329,Nancy,Johnson,member1329@fitnesshub.com,+1-555-517-2028,1989-12-24,Female,2020-04-01,Student,Inactive,Health Maintenance,178.6,114.6,+1-555-954-4651
MEM001330,Karen,Williams,member1330@fitnesshub.com,+1-555-936-4759,1991-12-24,Other,2022-07-09,Senior,Active,Athletic Performance,163.3,87.2,+1-555-141-4633
MEM001331,Jessica,Sanchez,member1331@fitnesshub.com,+1-555-102-8045,1979-12-27,Male,2024-08-09,Basic,Active,Health Maintenance,190.7,88.3,+1-555-526-1267
MEM001332,Edward,Martin,member1332@fitnesshub.com,+1-555-887-1838,1953-01-02,Female,2022-10-24,Senior,Active,Health Maintenance,183.1,70.1,+1-555-218-4847
MEM001333,Edward,Perez,member1333@fitnesshub.com,+1-555-281-9930,1972-12-28,Other,2022-03-07,Premium,Active,Athletic Performance,154.0,95.3,+1-555-591-1338
MEM001334,Deborah,Taylor,member1334@fitnesshub.com,+1-555-273-5789,1999-12-22,Other,2020-07-22,Elite,Active,Muscle Gain,195.3,64.3,+1-555-267-6921
MEM001335,Charles,Martin,member1335@fitnesshub.com,+1-555-655-9989,1960-01-01,Other,2020-07-18,Basic,Active,Muscle Gain,193.7,109.7,+1-555-103-4924
MEM001336,Sarah,Lopez,member1336@fitnesshub.com,+1-555-216-8393,1959-01-01,Female,2020-05-15,Basic,Inactive,Health Maintenance,173.3,58.5,+1-555-784-5559
MEM001337,Daniel,Garcia,member1337@fitnesshub.com,+1-555-461-3890,2002-12-21,Female,2024-05-27,Premium,Inactive,General Fitness,186.3,113.8,+1-555-735-2415
MEM001338,Barbara,Perez,member1338@fitnesshub.com,+1-555-264-9553,1997-12-22,Other,2020-05-09,Senior,Active,Athletic Performance,199.6,103.0,+1-555-459-1488
MEM001339,Matthew,Ramirez,member1339@fitnesshub.com,+1-555-206-9395,1954-01-02,Female,2021-11-27,Premium,Active,Muscle Gain,181.1,83.8,+1-555-700-2096
MEM001340,Brian,Young,member1340@fitnesshub.com,+1-555-670-8501,1993-12-23,Female,2024-03-05,Elite,Active,Muscle Gain,195.0,52.5,+1-555-292-1060
MEM001341,Mary,White,member1341@fitnesshub.com,+1-555-764-6549,1985-12-25,Female,2023-03-15,Basic,Active,Athletic Performance,154.3,109.0,+1-555-708-9528
MEM001342,Linda,Nguyen,member1342@fitnesshub.com,+1-555-239-8756,1959-01-01,Female,2023-02-23,Senior,Inactive,General Fitness,156.0,106.8,+1-555-905-6194
MEM001343,Paul,Ramirez,member1343@fitnesshub.com,+1-555-400-1637,1988-12-24,Male,2021-05-18,Basic,Active,Muscle Gain,184.8,107.1,+1-555-256-5598
MEM001344,Anthony,Jones,member1344@fitnesshub.com,+1-555-643-6960,1954-01-02,Male,2021-11-27,Student,Active,General Fitness,170.3,51.8,+1-555-391-6369
MEM001345,Jennifer,Rodriguez,member1345@fitnesshub.com,+1-555-637-2640,1962-12-31,Female,2021-01-13,Basic,Active,General Fitness,188.4,72.3,+1-555-226-3992
MEM001346,Donna,Garcia,member1346@fitnesshub.com,+1-555-337-1804,1994-12-23,Female,2023-03-26,Elite,Inactive,Health Maintenance,195.6,55.6,+1-555-829-9993
MEM001347,George,Wright,member1347@fitnesshub.com,+1-555-404-5874,1953-01-02,Male,2023-03-28,Student,Active,General Fitness,195.9,79.4,+1-555-773-6460
MEM001348,Patricia,Rodriguez,member1348@fitnesshub.com,+1-555-170-2545,1960-12-31,Other,2021-07-05,Basic,Active,Athletic Performance,152.1,106.7,+1-555-515-9879
MEM001349,David,Nguyen,member1349@fitnesshub.com,+1-555-674-5056,1991-12-24,Male,2020-08-06,Elite,Active,Muscle Gain,182.4,89.8,+1-555-987-2701
MEM001350,Mary,Walker,member1350@fitnesshub.com,+1-555-323-3075,1957-01-01,Male,2023-07-15,Senior,Active,Athletic Performance,150.3,86.6,+1-555-379-4072
MEM001351,Jessica,Brown,member1351@fitnesshub.com,+1-555-540-4457,1972-12-28,Other,2022-10-05,Student,Active,Health Maintenance,164.6,59.5,+1-555-704-7742
MEM001352,Sarah,Thomas,member1352@fitnesshub.com,+1-555-731-3042,1989-12-24,Other,2023-03-30,Student,Active,Health Maintenance,174.9,118.4,+1-555-515-4132
MEM001353,George,Rodriguez,member1353@fitnesshub.com,+1-555-690-4020,1991-12-24,Other,2024-03-09,Senior,Active,Muscle Gain,156.6,52.8,+1-555-355-1762
MEM001354,Amanda,Sanchez,member1354@fitnesshub.com,+1-555-236-4573,2003-12-21,Female,2024-02-06,Basic,Inactive,Weight Loss,182.6,100.2,+1-555-949-1225
MEM001355,Nancy,Wilson,member1355@fitnesshub.com,+1-555-557-3365,2001-12-21,Male,2022-04-26,Basic,Active,General Fitness,198.9,76.5,+1-555-631-5506
MEM001356,Richard,Martinez,member1356@fitnesshub.com,+1-555-311-7376,1965-12-30,Female,2022-06-27,Premium,Active,Athletic Performance,174.4,69.2,+1-555-150-5130
MEM001357,Sandra,Hernandez,member1357@fitnesshub.com,+1-555-162-1976,1980-12-26,Other,2020-01-07,Student,Inactive,General Fitness,160.2,57.7,+1-555-394-3305
MEM001358,Elizabeth,Ramirez,member1358@fitnesshub.com,+1-555-887-1225,1990-12-24,Female,2021-08-03,Senior,Active,Health Maintenance,172.7,71.2,+1-555-329-8362
MEM001359,Sarah,Walker,member1359@fitnesshub.com,+1-555-499-5417,1963-12-31,Male,2021-02-15,Student,Active,Athletic Performance,195.2,51.2,+1-555-340-8961
MEM001360,Emily,Allen,member1360@fitnesshub.com,+1-555-757-3370,1993-12-23,Male,2022-02-26,Elite,Active,Health Maintenance,162.7,56.9,+1-555-982-9462
MEM001361,Deborah,Sanchez,member1361@fitnesshub.com,+1-555-120-2031,1988-12-24,Other,2024-06-25,Basic,Active,General Fitness,162.6,67.1,+1-555-784-9682
MEM001362,Ashley,King,member1362@fitnesshub.com,+1-555-103-3442,1967-12-30,Male,2021-01-09,Elite,Inactive,Athletic Performance,178.4,50.1,+1-555-298-4069
MEM001363,Karen,Ramirez,member1363@fitnesshub.com,+1-555-357-5455,1961-12-31,Other,2020-08-10,Premium,Active,Health Maintenance,178.3,75.0,+1-555-489-8730
MEM001364,Jessica,Lee,member1364@fitnesshub.com,+1-555-146-6507,1995-12-23,Female,2023-07-03,Student,Active,Health Maintenance,166.7,65.9,+1-555-675-1269
MEM001365,Michael,Torres,member1365@fitnesshub.com,+1-555-240-4789,2003-12-21,Female,2023-11-13,Basic,Active,Athletic Performance,170.6,119.7,+1-555-174-2681
MEM001366,Mark,Rodriguez,member1366@fitnesshub.com,+1-555-326-4514,1972-12-28,Male,2023-10-26,Elite,Active,Weight Loss,162.8,114.3,+1-555-518-2970
MEM001367,Donna,Lewis,member1367@fitnesshub.com,+1-555-314-2531,1966-12-30,Female,2021-07-28,Premium,Inactive,Weight Loss,154.7,67.5,+1-555-712-9796
MEM001368,Jessica,Williams,member1368@fitnesshub.com,+1-555-587-5539,1967-12-30,Other,2024-03-08,Premium,Active,Athletic Performance,190.9,65.1,+1-555-521-6418
MEM001369,Steven,Nguyen,member1369@fitnesshub.com,+1-555-334-5549,2002-12-21,Male,2020-07-23,Student,Active,General Fitness,187.7,88.9,+1-555-268-1440
MEM001370,Kevin,Torres,member1370@fitnesshub.com,+1-555-121-5509,2001-12-21,Male,2024-02-22,Premium,Active,Muscle Gain,186.9,101.3,+1-555-300-4425
MEM001371,Charles,Robinson,member1371@fitnesshub.com,+1-555-162-8364,1999-12-22,Male,2021-02-08,Senior,Active,Weight Loss,155.9,113.9,+1-555-309-7007
MEM001372,Karen,Ramirez,member1372@fitnesshub.com,+1-555-257-2036,1960-01-01,Male,2023-07-08,Student,Active,Weight Loss,158.6,52.5,+1-555-279-7887
